,Region Name,AIC,PDQ,RMSE,ROI Proj,Worst ROI,Best ROI
142,65807.0,3565.9243787588184,"(2, 1, 2)",202.17482029521565,11514,-6876,29905
143,98012.0,4257.704330391023,"(3, 2, 3)",765.8869782813234,619469,250775,988162
144,77459.0,3745.0676551098572,"(3, 2, 3)",290.15762269629073,37401,-20001,94805
145,92677.0,4431.158724613477,"(3, 2, 3)",1063.1004760976343,53654,-354290,461598
146,95823.0,4019.97879524969,"(2, 2, 2)",492.2011695948607,-43226,-462283,375829
147,33908.0,3964.4834361239546,"(2, 2, 2)",442.51249885005166,55076,-441392,551545
148,44256.0,3932.8935153606817,"(3, 2, 3)",412.9198192628602,32892,-8085,73870
149,2148.0,4042.7745966277243,"(3, 2, 3)",509.4055778429454,163687,-52118,379493
150,60620.0,4047.004021391319,"(2, 2, 2)",518.0866133401618,42581,-57787,142950
151,27410.0,3589.5253492459506,"(3, 2, 3)",215.47159340560268,28066,-690,56823
152,45011.0,3693.399090618243,"(3, 2, 3)",262.5649668019605,41261,-18117,100640
153,76063.0,3690.384587539551,"(2, 2, 2)",263.134073262895,84566,19033,150100
154,33647.0,3973.3361805599097,"(2, 2, 2)",450.388574089655,11185,-419470,441840
155,92804.0,4076.1382222989255,"(3, 2, 3)",542.972449684631,-64770,-704710,575168
156,11238.0,3544.9174785638384,"(2, 1, 2)",7377.839452017223,629537,102236,1156838
157,60634.0,3998.2729575591375,"(2, 2, 2)",472.49222017453,113553,-221947,449054
158,8753.0,3878.382293554702,"(3, 2, 3)",372.8790072506225,32910,-175495,241316
159,65203.0,3784.821777910842,"(3, 2, 3)",311.54481874595734,32632,3912,61353
160,47906.0,3888.8012567395326,"(2, 1, 2)",371.93690202801804,31775,-6024,69576
161,98103.0,4291.121803801888,"(3, 2, 3)",815.3167231915692,231896,-5894,469688
162,92345.0,3831.1099913446615,"(2, 2, 2)",343.5464321926443,78599,-265938,423137
163,75228.0,3696.2746352832037,"(3, 2, 3)",264.0444837979638,149207,79755,218658
164,92126.0,4208.629084661231,"(3, 2, 3)",695.7663092933046,64634,-204249,333519
165,90019.0,4592.80290605742,"(3, 2, 3)",1435.959756511533,404683,-24583,833950
166,43130.0,3526.8427113259777,"(3, 1, 3)",185.5521264368835,11483,-13824,36792
167,27406.0,3674.8872111992623,"(3, 2, 3)",253.38460106610307,32330,-23741,88402
168,60016.0,3918.587359777123,"(2, 2, 2)",404.57431009178003,-32252,-327922,263417
169,46307.0,3784.4229708123753,"(3, 2, 3)",311.731461397816,43220,-18947,105388
170,76244.0,3768.263507784904,"(2, 2, 2)",305.0253624939209,41177,-16892,99247
171,28314.0,3492.566094045215,"(2, 2, 2)",180.56643594797822,7610,-22778,37999
172,27610.0,3523.583382122866,"(2, 2, 2)",192.0203936905478,85155,34518,135792
173,89121.0,3749.9677627159544,"(3, 2, 3)",292.1486592367959,46674,-285254,378603
174,29732.0,3609.2824048964,"(2, 1, 2)",219.16618091320578,13247,-14049,40544
175,75056.0,3735.752595607433,"(3, 2, 3)",284.2413823802149,88434,39040,137827
176,30040.0,3776.742427759053,"(2, 1, 2)",300.947722190851,27133,-35165,89433
177,30188.0,3675.826148518746,"(2, 2, 2)",256.19596224289575,97114,-64091,258321
178,79938.0,3566.8868232341933,"(3, 2, 3)",206.06562721153685,10525,-17950,39002
179,92336.0,4069.4243418675364,"(2, 2, 2)",539.7375467993115,40887,-559775,641550
180,99301.0,3972.6524531534455,"(3, 2, 3)",444.96145095993865,54506,-15564,124577
181,20011.0,4247.1975657749235,"(3, 2, 3)",749.8342053094956,243411,-82661,569483
182,77095.0,3699.7651866482115,"(3, 2, 3)",265.0151690861126,61404,23716,99091
183,91911.0,4133.153805618878,"(2, 2, 2)",609.1344356185948,97873,-465779,661526
184,77845.0,3654.5113477866525,"(2, 2, 2)",246.05366341538198,87835,-52278,227948
185,92503.0,4004.774089701286,"(2, 2, 2)",477.2182773981656,16745,-423195,456685
186,94536.0,4541.750055459303,"(3, 2, 3)",1307.958020383439,365629,-2843,734102
187,7002.0,4215.714587408652,"(3, 2, 3)",706.7327417875538,262394,-84097,608886
188,27587.0,3927.8081111415145,"(3, 2, 3)",412.0823189226168,74986,-71132,221104
189,21740.0,3813.9553320713608,"(3, 2, 3)",329.80354341563236,66647,-101380,234674
190,11233.0,4874.774943389261,"(2, 2, 2)",2498.990583316448,614384,98679,1130089
191,7302.0,4947.542939853462,"(3, 2, 3)",2817.053145723449,-108821,-1560981,1343338
192,90280.0,3988.9109797538426,"(2, 2, 2)",463.767315671933,-19464,-491056,452127
193,22191.0,3977.6075018006004,"(2, 2, 2)",453.90858312052546,25442,-430556,481440
194,19111.0,3685.709755807659,"(3, 2, 3)",258.92080546631007,31866,-108672,172405
195,89117.0,3959.647585841957,"(3, 2, 3)",435.4993263802758,107532,-468163,683229
196,87120.0,3635.287211845541,"(3, 2, 3)",234.82679711649146,11644,-33644,56932
197,43230.0,3671.8361167659123,"(3, 2, 3)",251.88818397098512,78849,23950,133748
198,40475.0,3527.988583354625,"(3, 2, 3)",191.43317535595293,11430,-18193,41055
199,46227.0,3636.94877268541,"(3, 2, 3)",235.95732346148765,61668,8761,114574
200,11236.0,4370.761329317573,"(3, 2, 3)",946.3124577818743,89303,-64747,243353
201,91730.0,4036.64788084523,"(2, 2, 2)",507.5604520047556,109078,-379307,597465
202,23320.0,3863.5214865300773,"(2, 2, 2)",365.11859864375674,-81529,-367972,204913
203,74012.0,3567.1987181923573,"(2, 1, 2)",202.54804246711268,16765,-2786,36318
204,90201.0,4088.344301362728,"(3, 2, 3)",555.7562235424606,-92486,-745046,560074
205,92592.0,4184.670000944461,"(2, 2, 2)",672.0520298829807,33761,-549408,616931
206,32244.0,3652.558130639014,"(2, 2, 2)",244.8833761281712,21481,-143195,186157
207,21117.0,3955.8748321814346,"(3, 2, 3)",432.07558182375715,80843,-123576,285263
208,92109.0,4639.058202419889,"(2, 2, 2)",1586.103591436513,526397,-905478,1958273
209,34787.0,4085.1262528785865,"(2, 2, 2)",556.3617328238956,158674,-245760,563109
210,77450.0,3641.6266345545014,"(3, 2, 3)",237.7924943964463,45023,-5579,95626
211,92101.0,4608.237505418261,"(3, 2, 3)",1487.4834685297658,279273,-182653,741201
212,32822.0,3876.350294876026,"(2, 2, 2)",374.43158834252534,125048,-110906,361003
213,30080.0,3841.0981474943387,"(3, 2, 3)",347.6353373762995,178790,36515,321064
214,7093.0,4322.800544782231,"(3, 2, 3)",865.2637395372702,241330,-256597,739258
215,60626.0,4365.636528501631,"(3, 2, 3)",939.0854543106511,-95997,-383632,191637
216,90004.0,4863.5669792990775,"(3, 2, 3)",2398.004228697803,395344,-41999,832688
217,28078.0,3823.1062259467126,"(3, 2, 3)",335.93156019388755,91147,-52306,234601
218,34135.0,4010.962892517008,"(2, 2, 2)",483.4911195044707,70664,-398198,539527
219,90706.0,4121.7281653219015,"(2, 2, 2)",596.4633015283686,65467,-489467,620401
220,48103.0,3897.603389546289,"(3, 2, 3)",386.42299611957594,212367,-28558,453293
221,30062.0,3870.2720712956407,"(3, 2, 3)",366.74245798608155,96541,-19042,212126
222,33186.0,3989.8162074878355,"(2, 2, 2)",463.8866869175718,12875,-379221,404971
223,30052.0,3640.559066397268,"(3, 2, 3)",237.2862880076628,82279,-93293,257852
224,30041.0,3825.2366773374956,"(3, 1, 3)",331.7928264223384,34092,-45295,113480
225,75217.0,3747.3028783205214,"(3, 2, 3)",290.25946746628966,114237,59286,169189
226,33012.0,4023.4018535664354,"(2, 2, 2)",495.2403570599693,131771,-350718,614261
227,30331.0,3845.9937907464423,"(3, 2, 3)",350.56868360312853,45253,-88398,178904
228,11372.0,4612.88267640807,"(3, 2, 3)",1501.286403453653,102619,-409519,614758
229,32256.0,4126.0203425797035,"(3, 2, 3)",596.2586670993378,-42900,-383509,297707
230,34711.0,3920.5402497471814,"(2, 2, 2)",407.04303573867446,61551,-269544,392647
231,60649.0,4299.541437108925,"(3, 2, 3)",826.3676727068377,-52641,-128840,23557
232,27834.0,2203.031758492568,"(3, 2, 3)",321.0898865912195,1825,-33905,37555
233,92335.0,4033.3383090720254,"(2, 2, 2)",504.06288865613953,126239,-358949,611429
234,37130.0,3604.343307217156,"(3, 2, 3)",221.7950075388325,131463,74877,188050
235,23454.0,3850.155616772479,"(2, 2, 2)",356.5410905294312,32737,-177533,243008
236,38401.0,3675.1212745142243,"(3, 2, 3)",253.56473946220626,120374,54445,186302
237,92021.0,4071.915927557206,"(2, 2, 2)",542.2450052723425,37009,-469828,543848
238,48185.0,3542.2242525909737,"(2, 2, 2)",198.74937302860266,41603,-63369,146575
239,93065.0,4203.694266628688,"(2, 1, 2)",683.0425968056014,96924,-157444,351292
240,91342.0,4050.541669950249,"(2, 2, 2)",521.446861005453,46906,-507209,601021
241,44130.0,3545.7815218082114,"(2, 2, 2)",199.9760076905453,33431,-14245,81108
242,95747.0,4135.37605868581,"(2, 2, 2)",612.4319361429073,188312,-336378,713003
243,32218.0,3778.3286467651615,"(3, 2, 3)",308.4023525515366,65665,-105336,236666
244,95123.0,4500.794424358201,"(2, 2, 2)",1227.0030435264916,753353,-248195,1754902
245,43026.0,3665.932605046735,"(3, 2, 3)",249.26698007448203,82027,21455,142599
246,20019.0,3936.7497706818726,"(2, 2, 2)",420.4520741372848,-159464,-481641,162713
247,22193.0,4050.9125546622695,"(2, 2, 2)",521.3401879142015,28329,-414037,470696
248,45840.0,3478.8619618585567,"(3, 2, 3)",174.5723253575032,18738,-9374,46851
249,80634.0,3717.947046944291,"(3, 2, 3)",275.72391113699246,128608,29303,227913
250,2155.0,4089.563972026941,"(3, 2, 3)",556.9924314578441,237364,17712,457017
251,92627.0,4503.8077324578235,"(3, 2, 3)",1220.3172212432294,176232,-227026,579492
252,85705.0,3711.351005491284,"(3, 2, 3)",271.77043754748337,29764,-147132,206661
253,20878.0,4307.367242711723,"(3, 2, 3)",836.5600964083794,33212,-380581,447006
254,30022.0,4010.158939931348,"(3, 2, 3)",477.5835666436254,48895,-46912,144703
255,23666.0,3832.651437042965,"(2, 2, 2)",344.6957644720004,24686,-88754,138128
256,2360.0,4067.363917883485,"(3, 2, 3)",532.9031738494247,85032,-104394,274460
257,33064.0,3767.087250013863,"(2, 2, 2)",304.5046873036565,5850,-464547,476248
258,20001.0,4326.508471733497,"(3, 2, 3)",872.3643629118377,107813,-300157,515784
259,29072.0,3685.24163021432,"(2, 2, 2)",260.8770396428483,35453,-144790,215698
260,11218.0,4963.535064890452,"(3, 2, 3)",2905.1534036988232,441538,157016,726060
261,33027.0,4087.808416345017,"(2, 2, 2)",558.7541509578897,106629,-371921,585181
262,89052.0,4071.3576764588565,"(1, 2, 1)",547.22692807517,60400,-636765,757565
263,90011.0,4126.781052911813,"(3, 2, 3)",598.0008896249266,-189050,-935463,557361
264,75206.0,4148.641730547396,"(3, 2, 3)",621.995510153964,137230,33468,240991
265,11223.0,4715.676397287952,"(3, 1, 3)",1762.6402481726614,357408,37022,677795
266,32174.0,3845.629526417078,"(2, 2, 2)",353.45995272764543,35008,-229775,299792
267,33063.0,3843.7819022314616,"(3, 2, 3)",349.322901014054,-22168,-457400,413063
268,87121.0,3557.4930243532885,"(3, 2, 3)",202.85947105340927,13212,-25861,52285
269,43701.0,3620.443605633142,"(3, 2, 3)",228.14777641565846,37447,5623,69271
270,90025.0,4787.47004171435,"(3, 2, 3)",2078.205450398233,924629,-13481,1862741
271,72401.0,3654.6313176144113,"(3, 2, 3)",242.78871876603026,9527,-12444,31499
272,10021.0,4356.109239660766,"(3, 2, 3)",84282.36266612093,-10820224,-62191599,40551150
273,90027.0,4890.878719388062,"(3, 1, 3)",2452.8230694021527,265993,-241745,773732
274,10701.0,4224.668655404338,"(3, 2, 3)",718.0474887503418,113766,-167913,395446
275,58103.0,2256.793587597442,"(3, 2, 3)",320.66491100165814,40304,14218,66389
276,44077.0,3738.734085470869,"(3, 1, 3)",277.3867923541268,6340,-18024,30705
277,75035.0,3913.003530656198,"(3, 2, 3)",399.1084227952194,-64889,-630788,501009
278,8831.0,4085.581458509235,"(3, 2, 3)",552.1203132636222,20398,-173994,214791
279,77082.0,3576.304579612324,"(3, 2, 3)",210.32201274494736,52311,-11066,115689
280,34953.0,3891.489710401655,"(3, 2, 3)",381.5553838987917,53905,-436008,543820
281,94544.0,4299.637685553577,"(2, 2, 2)",829.5011346994863,94982,-735008,924974
282,19124.0,3610.312830297682,"(3, 2, 3)",224.2437115332881,65591,4348,126833
283,78641.0,3792.8862448632112,"(2, 1, 2)",315.50202664208325,17729,-42577,78035
284,60616.0,4204.1293404716735,"(3, 2, 3)",689.985516645582,14035,-99260,127331
285,97402.0,3794.261252519905,"(3, 2, 3)",317.6438453712408,52764,-33278,138808
286,43228.0,3593.533182329067,"(2, 2, 2)",218.94801867031026,32133,-97252,161519
287,33313.0,3832.4330133106773,"(3, 2, 3)",341.8607958576351,-30237,-515474,454999
288,75150.0,3563.5019098350563,"(3, 2, 3)",204.89836832262452,116933,-61524,295391
289,95051.0,4724.726330239364,"(3, 2, 3)",1847.2871194860656,779223,337527,1220919
290,20147.0,4266.911946464144,"(2, 2, 2)",784.3992333633138,-1273,-681649,679103
291,55901.0,3615.504023925449,"(3, 2, 3)",226.53548167632104,30634,-15009,76277
292,23452.0,3762.482685060923,"(3, 2, 3)",299.356978703054,-15232,-214993,184528
293,91710.0,4130.094901807662,"(2, 2, 2)",605.5946567490289,193005,-322129,708141
294,91335.0,4134.912161762007,"(2, 2, 2)",611.4294301963876,-44862,-759063,669338
295,35242.0,3894.693222789905,"(3, 1, 3)",372.7422718747275,49997,-30995,130990
296,30127.0,3724.462751152622,"(3, 2, 3)",278.6461608862072,119968,-13614,253550
297,71913.0,3639.0366868795622,"(3, 2, 3)",236.41184040378602,3266,-24885,31417
298,90731.0,4324.415045435776,"(3, 2, 3)",868.0236339947696,54887,-271234,381009
299,29730.0,3734.7409893977647,"(2, 2, 2)",286.58274459708826,48530,-147300,244360
300,80015.0,3781.281786087648,"(3, 2, 3)",310.1555959295932,118054,21918,214191
301,32225.0,3834.9154064455042,"(3, 2, 3)",343.0605182150476,20404,-83105,123914
302,95687.0,4185.686704467673,"(3, 1, 3)",648.2374109214952,89908,-169816,349632
303,27713.0,3553.527711174633,"(2, 2, 2)",203.5515150690459,73794,13270,134319
304,77840.0,3784.0608159341828,"(3, 2, 3)",310.79165924373024,57137,30865,83410
305,30004.0,3960.4221933969334,"(3, 2, 3)",434.49484025330787,59420,-38953,157795
306,43068.0,3605.1226066845006,"(3, 2, 3)",222.1610691157973,57060,5045,109074
307,93550.0,3888.012008457634,"(2, 2, 2)",383.08597359229947,-13384,-463980,437212
308,11208.0,4470.12430575491,"(3, 2, 3)",1144.1796980253787,197514,-99731,494760
309,89123.0,3875.505256793748,"(3, 2, 3)",371.1771303593592,89710,-378643,558063
310,94509.0,4204.573806293045,"(2, 1, 2)",683.6623589452455,102462,-218372,423297
311,80525.0,3831.463544573029,"(3, 2, 3)",341.3420630881394,126834,19572,234096
