,Region Name,AIC,PDQ,RMSE,ROI Proj,Worst ROI,Best ROI
2850,32277.0,3817.3975308704453,"(2, 2, 2)",334.79343397169725,4550,-229649,238750
2851,80917.0,3654.491318606363,"(3, 2, 3)",243.8063872488978,104628,23740,185516
2852,84065.0,4072.8820959136515,"(3, 2, 3)",534.6251155107578,69073,-82873,221020
2853,37664.0,3689.993828961703,"(3, 2, 3)",260.25110171132036,26741,-2760,56243
2854,96813.0,4478.0347107626685,"(3, 2, 3)",1158.659260376495,170207,-36349,376763
2855,20901.0,4143.12277246991,"(3, 2, 3)",616.2758999448934,-16885,-383355,349583
2856,15102.0,3577.6970411410307,"(3, 2, 3)",210.40572986671899,27697,630,54765
2857,55118.0,3985.9915503402417,"(3, 2, 3)",457.41781381231823,135832,-16604,288270
2858,78628.0,3955.832542667222,"(3, 2, 3)",430.35166016101493,71281,33891,108671
2859,92270.0,4427.2193407117,"(2, 2, 2)",1062.8470194831318,111607,-960093,1183308
2860,70068.0,3800.106877247212,"(3, 2, 3)",320.4974022383595,5065,-16874,27004
2861,97520.0,4195.168440581187,"(3, 2, 3)",679.8196799352182,104044,-221418,429507
2862,80260.0,3769.156807937516,"(2, 2, 2)",305.5479425899543,182553,53584,311522
2863,28560.0,3676.1338635616275,"(3, 2, 3)",253.95296222952447,29048,-39458,97554
2864,29212.0,3585.5980063396028,"(3, 2, 3)",213.89214890473866,9611,-29049,48271
2865,91773.0,4265.119313177199,"(3, 2, 3)",775.355366944065,90607,-423878,605094
2866,96002.0,4017.74395881093,"(3, 2, 3)",485.6928306550232,15506,-248062,279075
2867,91711.0,4215.823627670577,"(2, 2, 2)",711.9067221165842,-20154,-712649,672341
2868,17522.0,3571.829296448063,"(3, 2, 3)",208.67470796097044,24320,-19295,67936
2869,33055.0,3952.5809210081607,"(2, 2, 2)",432.57218723326287,39431,-354505,433368
2870,32086.0,3769.4336804210207,"(3, 2, 3)",303.33418295691456,36642,-239695,312979
2871,32405.0,3762.9476766752846,"(3, 2, 3)",299.7860682781759,86567,-64375,237511
2872,99508.0,3941.603399421151,"(3, 2, 3)",419.1592641553191,1679,-43830,47189
2873,60525.0,4128.338488761008,"(2, 2, 2)",600.6811728566757,-69775,-603442,463891
2874,85392.0,3785.612575997103,"(2, 2, 2)",315.31801439934134,1021,-420847,422891
2875,97304.0,3887.5548161834176,"(3, 2, 3)",379.4232481913108,75766,-12687,164220
2876,73703.0,3639.5481386680913,"(3, 2, 3)",236.34360723753954,20431,1374,39488
2877,98290.0,4241.595719088808,"(3, 2, 3)",740.2685199049648,386059,54548,717570
2878,32607.0,3962.8262286392783,"(3, 2, 3)",437.4195703468655,136829,-10498,284157
2879,65536.0,3477.7070046289277,"(3, 2, 3)",174.2268161946892,6652,-15163,28469
2880,91754.0,4234.463177951996,"(3, 2, 3)",731.1459805497076,104222,-142435,350880
2881,74403.0,3470.5509665061186,"(2, 2, 2)",173.3146278719969,8369,-12925,29665
2882,63128.0,3748.278134353362,"(3, 2, 3)",291.551958463195,60881,-26724,148486
2883,68701.0,3552.843435324368,"(3, 2, 3)",200.68570439752193,28423,4675,52171
2884,76903.0,3722.0590241344803,"(3, 2, 3)",276.5227820598975,35288,12063,58513
2885,91355.0,4334.706677120268,"(3, 2, 3)",884.3787271656599,51287,-242971,345546
2886,19154.0,3831.475638854038,"(3, 2, 3)",341.1915832677079,93481,-44996,231959
2887,52761.0,3575.0253279473122,"(3, 1, 3)",204.06157076893618,13016,-12500,38533
2888,92807.0,4330.687979519983,"(3, 2, 3)",877.8083660480319,18457,-319051,355967
2889,78539.0,3619.1285836533616,"(3, 2, 3)",227.5688212569362,20574,-2537,43687
2890,32909.0,3769.074660065783,"(2, 2, 2)",305.4716930217751,92314,-173011,357640
2891,32570.0,3788.2302048995875,"(3, 2, 3)",314.1626050111986,86985,-67603,241574
2892,8016.0,3896.027870001085,"(2, 2, 2)",388.8817017513373,111318,-131817,354454
2893,48603.0,3706.325800291427,"(3, 2, 3)",268.64110629066977,5072,-35954,46098
2894,48067.0,3772.5375085390438,"(3, 2, 3)",305.35145620240155,124034,-3187,251255
2895,55343.0,3974.5011042145206,"(3, 2, 3)",447.5570452076066,120647,-1816,243112
2896,10573.0,4440.398262189222,"(2, 2, 2)",1088.1105204865337,203852,-736478,1144183
2897,52501.0,3418.762677134975,"(3, 2, 3)",155.65093357764647,-4947,-21756,11860
2898,49546.0,3821.0655846101113,"(3, 2, 3)",334.31672115584223,64722,-38617,168061
2899,34986.0,3871.8940407698105,"(2, 2, 2)",371.4703295648287,71467,-263582,406517
2900,54302.0,3539.6412011824955,"(2, 2, 2)",197.7445668169708,-1163,-120323,117995
2901,77550.0,3838.7673486623785,"(3, 2, 3)",345.86568687842134,100413,26287,174539
2902,60169.0,3870.3497791991895,"(3, 2, 3)",367.68906671887294,11869,-172000,195740
2903,2062.0,4009.077561520038,"(3, 2, 3)",477.7676665995294,124972,-94201,344145
2904,2136.0,4054.8638231797718,"(3, 2, 3)",520.1386326811678,188792,-34916,412501
2905,23606.0,3856.6391400495577,"(3, 2, 3)",357.81622124426656,29282,-131041,189606
2906,21144.0,3925.4220497394303,"(3, 2, 3)",407.6127327268636,63796,-232030,359624
2907,19713.0,3954.0315861343392,"(3, 2, 3)",429.9312319167556,29651,-107017,166320
2908,48322.0,3852.89439495825,"(3, 2, 3)",355.2062992428395,-5636,-196357,185084
2909,33441.0,4130.224551259829,"(2, 2, 2)",606.6268788651967,56816,-502505,616138
2910,47274.0,3465.125286687792,"(2, 2, 2)",171.54116946357587,29964,-58462,118392
2911,95120.0,4738.330636851178,"(2, 2, 2)",1917.8214261966061,575302,-1358480,2509085
2912,29582.0,4229.6767880769585,"(3, 2, 3)",726.0976246904229,119419,-308101,546941
2913,98513.0,3852.8909627103635,"(3, 2, 3)",355.2507676706263,173636,11810,335463
2914,85050.0,3992.336204157192,"(3, 2, 3)",462.83856610034286,-116293,-865882,633295
2915,97355.0,3942.649699615045,"(3, 2, 3)",421.11572468973685,185354,83061,287646
2916,91001.0,4301.318121758868,"(3, 2, 3)",829.2311059357036,25782,-662989,714554
2917,61008.0,3961.8999799301614,"(3, 2, 3)",437.235565922175,4178,-81164,89520
2918,16602.0,3510.6024815916358,"(3, 2, 3)",185.17022054762836,2168,-11292,15629
2919,64119.0,3785.1708985516657,"(3, 2, 3)",311.5274966627062,5144,-21529,31817
2920,19151.0,3806.0492654517193,"(2, 2, 2)",327.61793358054,40115,-19318,99549
2921,94588.0,4520.718802078831,"(3, 2, 3)",1255.214466311444,289641,-48062,627346
2922,29640.0,3668.447632324435,"(3, 2, 3)",250.1916295491083,70768,23279,118257
2923,20706.0,4087.9747681836457,"(3, 2, 3)",555.0191930611088,161316,-137238,459870
2924,46342.0,3834.5929740552924,"(2, 2, 2)",346.1259128143755,13282,-237095,263660
2925,45459.0,3746.760195882855,"(3, 2, 3)",290.3898798643251,65677,-12713,144068
2926,80026.0,3917.6420459523124,"(2, 2, 2)",405.07195742510834,95134,-226991,417261
2927,29609.0,3640.2794744425883,"(3, 2, 3)",237.0587678230392,58842,9732,107952
2928,45005.0,3593.0955745106558,"(3, 2, 3)",216.7856499893748,23454,-17547,64457
2929,23453.0,3747.164867534759,"(2, 2, 2)",293.0806577825137,15679,-140782,172140
2930,53562.0,4071.7370212158976,"(3, 2, 3)",535.7484091038502,50325,-10037,110689
2931,70809.0,3610.502891261895,"(3, 2, 3)",224.4285073426286,60414,-57462,178290
2932,75033.0,3939.113525434999,"(3, 2, 3)",418.51352853343224,47554,-80641,175750
2933,37072.0,3647.981802616539,"(3, 2, 3)",240.80665739192787,122181,54741,189621
2934,89107.0,3819.9728591401094,"(3, 2, 3)",334.19162691384776,113088,-239170,465346
2935,53142.0,3800.274449956283,"(2, 2, 2)",324.0906841452437,-19998,-223105,183108
2936,46217.0,3605.6040142165175,"(3, 2, 3)",222.6177404588179,67356,-104712,239426
2937,14127.0,3708.633002031835,"(3, 2, 3)",270.0594333227511,42786,7422,78149
2938,84604.0,4050.3611695396594,"(2, 2, 2)",521.0525013436261,139230,-244913,523375
2939,20886.0,3994.2733813887457,"(2, 2, 2)",467.83337502481555,-17030,-351640,317578
2940,15217.0,3918.791030574648,"(3, 2, 3)",401.43809042371834,80598,31706,129490
2941,62226.0,3784.2220584564084,"(2, 2, 2)",314.50240733345333,42669,-82586,167925
2942,91350.0,4136.300262615068,"(2, 1, 2)",599.608616130094,37394,-236379,311168
2943,60098.0,3820.5353542899065,"(3, 2, 3)",334.2099115140388,103390,-17267,224047
2944,78212.0,3816.3936940647077,"(2, 2, 2)",333.7993528906287,185444,98265,272623
2945,95409.0,4417.155348067117,"(3, 2, 3)",1035.655377144324,225897,-347367,799163
2946,35810.0,670.4638856372105,"(2, 1, 2)",362.73841504074096,19614,2304,36924
2947,77389.0,3964.052348245128,"(3, 2, 3)",438.04298256898426,61788,-22491,146069
2948,43040.0,3699.1954976595866,"(2, 2, 2)",267.81282503476626,55770,-34430,145972
2949,85750.0,4278.703595790999,"(3, 2, 3)",796.5151725267169,157062,-380026,694151
2950,46235.0,3715.81428364318,"(3, 2, 3)",273.2727270242308,26323,-10245,62891
2951,72601.0,3694.5573467790373,"(3, 2, 3)",262.1194726948594,20606,2688,38524
2952,90301.0,4332.983796935342,"(3, 2, 3)",880.8609233056887,98619,-563918,761158
2953,64114.0,3640.014242263294,"(2, 2, 2)",239.06275756029015,136496,18305,254686
2954,31404.0,3904.293860276376,"(3, 2, 3)",391.49303047162516,23788,-59433,107009
2955,44313.0,3623.5898831233035,"(2, 2, 2)",230.98636619485805,62882,-67238,193003
2956,44129.0,3502.741443662562,"(1, 2, 1)",185.83963451715775,9394,-123878,142667
2957,95969.0,4033.3178833513152,"(3, 2, 3)",500.9708965504604,158267,-147174,463710
2958,81001.0,3729.6085651085,"(3, 2, 3)",281.2301543034407,81888,27558,136218
2959,30705.0,3711.98033654918,"(2, 2, 2)",274.0305353806809,53972,-163004,270950
2960,85140.0,3947.520859543715,"(2, 2, 2)",428.92106582391824,120712,-237491,478916
2961,2840.0,4402.227228907972,"(3, 2, 3)",1007.5662725604999,312216,11829,612604
2962,83705.0,4000.5448711195286,"(3, 2, 3)",470.47780697542413,86985,-98422,272393
2963,93705.0,3771.042196524745,"(2, 2, 2)",306.75278635912616,53580,-225526,332686
2964,50158.0,3340.5889445095677,"(2, 2, 2)",135.38324572506048,11533,-17996,41064
2965,92108.0,4558.5089853710915,"(3, 2, 3)",1349.264774458222,107916,-124716,340549
2966,11704.0,4258.923348108036,"(3, 2, 3)",765.2425366005266,92982,-138191,324157
2967,90064.0,4697.167091314739,"(3, 2, 3)",1760.8196534884898,494510,-348620,1337642
2968,55422.0,3887.1856132992775,"(2, 2, 2)",382.8671684258933,93419,-31430,218269
2969,53705.0,3826.881230029797,"(3, 2, 3)",337.3051394615513,77211,14567,139855
2970,61604.0,3453.610963077974,"(2, 2, 2)",167.91825436755337,49934,-42297,142167
2971,53217.0,4019.639456519395,"(3, 2, 3)",486.8763889712177,15292,-103764,134350
2972,33138.0,4392.518747616234,"(3, 2, 3)",989.370782877569,72710,-688390,833812
2973,91326.0,4327.013902321817,"(2, 2, 2)",880.6076684869566,-67875,-955416,819665
2974,56308.0,4025.3952997193023,"(3, 2, 3)",491.2912225613486,26533,-33454,86522
2975,33594.0,3793.702453121622,"(2, 2, 2)",320.39803409180445,51946,-201634,305526
2976,19087.0,4097.1705019148485,"(3, 2, 3)",564.5636725469197,20250,-207813,248315
2977,32312.0,4054.7184953870405,"(3, 2, 3)",520.7126122623092,34855,-170259,239970
2978,94070.0,4799.689013666751,"(2, 2, 2)",2146.0308514458,263160,-1585236,2111557
2979,11554.0,4091.1933319807727,"(3, 2, 3)",558.7263516541133,309582,54083,565080
2980,76049.0,4004.7327922089607,"(3, 2, 3)",473.31993858438494,51937,-13463,117339
2981,60441.0,3819.2542498575285,"(3, 2, 3)",333.47451817589535,38723,-53773,131221
2982,93101.0,4718.137747370047,"(3, 2, 3)",1822.406569395886,438823,-790486,1668132
2983,33326.0,4094.970775727354,"(2, 2, 2)",566.6161361513676,104029,-384604,592662
2984,43537.0,3725.4511433501793,"(3, 1, 3)",272.645186838713,17153,-32605,66912
2985,74063.0,3618.2285273816246,"(3, 2, 3)",226.99303176241872,21490,1916,41063
2986,7840.0,4140.840528073203,"(3, 2, 3)",612.6724635194671,85373,-98215,268962
2987,79605.0,3560.67140045293,"(3, 2, 3)",203.94233959361554,59897,21214,98581
2988,32807.0,3731.6991270277526,"(3, 2, 3)",282.30793997459335,127619,-113435,368673
2989,7032.0,4166.570945862594,"(3, 2, 3)",643.6035073308143,108951,-275757,493661
2990,34606.0,3802.820097649403,"(3, 2, 3)",323.274369108711,105977,-104068,316023
2991,73159.0,3479.7892708386225,"(3, 2, 3)",174.69222012438868,8525,-6720,23771
2992,8742.0,4167.288846893213,"(3, 2, 3)",644.7281211410457,96815,-159650,353281
2993,92220.0,3917.2346658658494,"(2, 2, 2)",404.76258450352236,62668,-300851,426187
2994,70094.0,3753.649063368331,"(3, 2, 3)",293.7616301561987,4547,-26878,35973
2995,49548.0,3549.780277084692,"(2, 2, 2)",201.45648616604464,29727,-92652,152107
2996,96782.0,4237.715246961429,"(3, 2, 3)",731.6952756491194,209598,1991,417204
2997,91941.0,4189.4457279482895,"(2, 2, 2)",677.7126252515272,18670,-629073,666413
2998,66044.0,3600.3030901482052,"(3, 2, 3)",219.7608896413432,26419,-27150,79990
2999,70501.0,4051.5482747053934,"(3, 2, 3)",515.5372411973098,2649,-31821,37121
3000,67217.0,3436.1948191654633,"(3, 2, 3)",160.89752340557743,-5999,-24816,12817
3001,54304.0,3522.8977602202476,"(3, 2, 3)",189.96953969072973,40374,-2253,83003
3002,29680.0,3517.411415550955,"(2, 2, 2)",189.49053756969042,29542,-2845,61930
3003,91316.0,4378.318424130026,"(3, 2, 3)",961.401333911498,216999,-623728,1057727
3004,97267.0,3941.1265944076863,"(3, 2, 3)",420.04626644650654,73599,-124488,271688
3005,87106.0,3908.842757839054,"(3, 2, 3)",394.3460437242943,39910,-43374,123196
3006,24541.0,2294.5193592354135,"(3, 2, 3)",339.4848280163512,149239,-98420,396899
3007,76901.0,3608.8114527567554,"(3, 2, 3)",223.01052374827887,26385,12516,40253
3008,95966.0,3993.041452091751,"(3, 2, 3)",463.0789642471602,112997,-155231,381226
3009,89511.0,4355.226692340878,"(2, 2, 2)",930.8993549600077,243219,-467177,953615
3010,19002.0,4023.4440613423717,"(3, 2, 3)",490.8219297887707,57948,-126265,242162
3011,97603.0,3851.28695505396,"(2, 2, 2)",357.0802433853584,55450,-207794,318695
3012,26101.0,3449.7328912310095,"(3, 2, 3)",164.87838227256353,5728,-3308,14764
3013,34758.0,3798.5309816632835,"(2, 2, 2)",323.49398832950476,52000,-241947,345949
3014,45429.0,3573.6494037699836,"(3, 2, 3)",209.2710592243615,39035,-10878,88948
3015,84081.0,3960.7175061477933,"(3, 2, 3)",435.27159509557066,87027,-32647,206701
3016,78221.0,3559.816177671585,"(2, 2, 2)",205.4030876932893,72803,-4368,149976
3017,98119.0,4537.200904446608,"(2, 2, 2)",1311.7711388619027,1204929,506969,1902890
3018,32309.0,3903.2577108287333,"(3, 2, 3)",390.7477667666956,43689,-113839,201219
3019,22306.0,4108.875836861095,"(3, 2, 3)",577.3609864278618,33268,-177376,243913
3020,12309.0,3792.977190604617,"(2, 2, 2)",319.74001323059844,29302,-174480,233085
3021,65721.0,3680.593618604615,"(3, 1, 3)",250.23774995860305,19687,-13315,52690
3022,85298.0,3898.6971567305,"(3, 2, 3)",388.36631149782085,43895,-429261,517051
3023,70005.0,3908.5717514706157,"(2, 2, 2)",398.2925575574596,33301,-287228,353831
3024,94903.0,4472.063191998263,"(2, 2, 2)",1158.5939241865865,348265,-619611,1316142
3025,32720.0,3803.5835616613667,"(3, 2, 3)",323.65551107259654,14530,-244411,273472
3026,68116.0,3676.7977830829627,"(3, 2, 3)",254.0747124375263,39449,-17585,96485
3027,27455.0,3596.652825252466,"(3, 2, 3)",218.53437377367388,44652,-13158,102463
3028,19135.0,3620.2764819221406,"(3, 2, 3)",228.27867045444566,21511,-33611,76634
3029,14534.0,3919.5537002121373,"(3, 2, 3)",401.9106696309068,12444,-63618,88506
3030,29625.0,3615.809380130912,"(3, 2, 3)",226.28717393872927,25078,-17230,67386
3031,64015.0,3641.939538011864,"(3, 2, 3)",237.85416960227352,58816,-361,117993
3032,86406.0,4073.357933403108,"(3, 2, 3)",540.2887193932397,140539,-94344,375423
3033,30215.0,4136.057058829957,"(3, 2, 3)",605.2906503186998,41927,-75811,159667
3034,32937.0,3901.4703891960244,"(2, 2, 2)",392.6148991509824,102190,-309701,514082
3035,78705.0,4400.334550691987,"(3, 2, 3)",997.9676747884046,60202,-61163,181568
3036,40004.0,3604.7143149941417,"(3, 2, 3)",221.89333475772503,73765,25185,122346
3037,45420.0,3448.1102039358843,"(3, 2, 3)",164.9349317674725,19779,-65242,104801
3038,2125.0,4256.857697100315,"(3, 2, 3)",763.5429010756748,402668,158813,646524
3039,12303.0,3689.4098726227694,"(3, 2, 3)",260.59371643170914,38134,-43447,119717
3040,92651.0,5037.533598821579,"(3, 2, 3)",3343.647920823292,-74408,-1481259,1332442
3041,89002.0,3944.0723159324452,"(3, 2, 3)",421.2003191991916,13591,-418617,445799
3042,77019.0,4292.947812525817,"(3, 2, 3)",817.1331959378848,174965,42540,307390
3043,2919.0,3925.529973651503,"(3, 2, 3)",407.7718767256556,45158,-201258,291575
3044,90504.0,4246.521894140771,"(2, 2, 2)",754.9003962509323,43897,-653639,741433
3045,8043.0,4227.813869926625,"(2, 2, 2)",731.1464960638752,130702,-142161,403566
3046,23513.0,3934.1504036318543,"(3, 2, 3)",414.2332118389363,21940,-111129,155010
3047,23227.0,3828.0069063989527,"(3, 2, 3)",339.1578010374903,22380,-179258,224018
3048,76053.0,3564.531855873949,"(3, 2, 3)",205.67821213179445,70190,-75659,216040
3049,66213.0,3818.8829592070733,"(3, 2, 3)",332.5410994402797,49174,-3336,101684
3050,6512.0,3930.312340835948,"(3, 2, 3)",411.6858870493026,17748,-184976,220474
3051,53223.0,3790.3696280229633,"(3, 2, 3)",315.4198080381741,37229,-37264,111722
3052,49507.0,3700.070503009853,"(3, 2, 3)",265.9275583062595,77320,-688,155328
3053,55372.0,4115.175662570909,"(3, 2, 3)",584.4741826941232,68428,-121027,257885
3054,80218.0,4265.67323109498,"(3, 2, 3)",778.3707935873017,601205,157331,1045079
3055,43612.0,3521.242495220833,"(2, 2, 2)",190.56153093975408,12276,-24332,48885
3056,77075.0,3671.876657878833,"(3, 2, 3)",251.42486236109323,34084,-558,68728
3057,80910.0,3601.442915961879,"(2, 2, 2)",222.31171154844503,126534,36668,216401
3058,30741.0,3482.482847808376,"(3, 2, 3)",175.7497326775311,-7540,-36742,21661
3059,44052.0,3614.632694870433,"(2, 2, 2)",227.73238068077868,13062,-31591,57717
3060,78582.0,3471.9973281187536,"(3, 2, 3)",172.0779777694928,4797,-8928,18522
3061,98027.0,4291.553657391911,"(3, 2, 3)",816.5494116786898,235029,-225457,695516
3062,85395.0,3932.663232195195,"(3, 2, 3)",413.463843960034,59314,-562821,681450
3063,99207.0,3676.4794169210722,"(2, 2, 2)",256.31141464270485,68669,-22098,159437
3064,27332.0,3681.592793831154,"(2, 2, 2)",258.24394811604077,1470,-17602,20543
3065,77598.0,3671.218611120578,"(3, 2, 3)",251.5891196098176,75836,26162,125510
3066,92131.0,4415.421482904464,"(3, 2, 3)",1030.7545206370712,73117,-248450,394686
3067,33156.0,4570.409688548069,"(2, 2, 2)",1391.5280556136854,292915,-1032703,1618534
3068,48446.0,3801.856846531273,"(3, 2, 3)",322.73505860278937,-58720,-388435,270993
3069,20745.0,4154.378311965604,"(3, 2, 3)",629.2315374017443,223606,-115266,562479
3070,33907.0,3926.313007450511,"(3, 2, 3)",408.5429237763522,127969,-205557,461496
3071,33542.0,3700.851845776546,"(2, 2, 2)",268.4002964943247,44147,-144685,232981
3072,2453.0,4146.039778042704,"(3, 2, 3)",618.4088066745443,193256,-29759,416271
3073,56301.0,3817.2291142833187,"(3, 2, 3)",331.77726694449206,33800,-57185,124785
3074,83605.0,3809.3161796636873,"(3, 1, 3)",317.75984005453415,40057,-30668,110784
3075,98038.0,4113.1535522729455,"(3, 2, 3)",577.3577022103531,92505,-68937,253948
3076,68164.0,3505.504350953393,"(3, 2, 3)",183.72478849892778,17629,-13700,48959
3077,78573.0,3574.931086220859,"(3, 2, 3)",209.36979550078345,29338,3809,54867
3078,46268.0,3609.936181329898,"(3, 2, 3)",223.6220053327529,46135,-110108,202380
3079,8865.0,4064.1946323924103,"(3, 2, 3)",529.680075198014,38785,-85909,163480
3080,14616.0,3776.675055686053,"(3, 2, 3)",306.08112329172536,9979,-11230,31189
3081,97266.0,3885.886935698866,"(3, 2, 3)",378.4471617346637,83768,-96849,264386
3082,48091.0,3650.659034899497,"(2, 2, 2)",244.21017169169565,39830,-110760,190421
3083,80122.0,3837.073844159204,"(3, 2, 3)",344.7863218329925,150300,10322,290279
3084,50501.0,3314.5707740519274,"(3, 2, 3)",127.85037056721978,17423,-3402,38249
3085,55016.0,3815.7735641630784,"(2, 2, 2)",333.87426685968063,42626,-187683,272936
3086,34743.0,3822.327351785247,"(2, 2, 2)",338.15789705945417,71174,-184078,326427
3087,50014.0,3833.014134616424,"(3, 2, 3)",341.45995364945907,33762,-11899,79425
3088,76401.0,3694.6949739412057,"(3, 2, 3)",262.43367811594993,12316,-15513,40147
3089,13090.0,3525.6689740525853,"(3, 2, 3)",190.90041286396274,29766,-14624,74157
3090,93422.0,4191.266046912751,"(3, 2, 3)",675.0107673958431,82557,-405577,570692
3091,23233.0,3922.640513775543,"(3, 2, 3)",405.55791570895155,71875,-89987,233738
3092,7107.0,4327.317194514091,"(2, 2, 2)",882.6895475371842,-49881,-638498,538736
3093,22042.0,4120.169345899344,"(2, 2, 2)",594.8949860994499,-84356,-613648,444935
3094,19050.0,3879.50570856369,"(3, 2, 3)",373.8703472092319,-11736,-189180,165707
3095,21237.0,3917.8634369039046,"(3, 2, 3)",401.46827239865695,75134,-32537,182806
3096,80214.0,3926.9952427488347,"(2, 2, 2)",412.2345524898849,101919,-219512,423351
3097,8648.0,3971.677005189359,"(3, 2, 3)",444.6914418406502,67856,-168697,304411
3098,89130.0,3893.8016585416203,"(3, 2, 3)",384.501311123446,-37249,-542990,468490
3099,41011.0,3760.9740275190866,"(3, 2, 3)",298.1909735725815,83094,29045,137143
3100,46804.0,3511.6624809022137,"(3, 2, 3)",185.90656391021975,17166,-10473,44806
3101,93561.0,3907.191342469538,"(3, 2, 3)",393.75487355972103,73165,-272666,418996
3102,21009.0,3819.8875488103627,"(3, 2, 3)",333.7753194626442,89173,-88493,266840
3103,97306.0,3941.2167621580866,"(3, 2, 3)",420.27256968617183,147355,-34223,328934
3104,19119.0,4031.283897048716,"(3, 2, 3)",497.895101491319,107876,-15645,231398
3105,33076.0,4120.565531123167,"(3, 2, 3)",590.4885725862708,82729,-722151,887610
3106,34223.0,4085.206537881135,"(2, 2, 2)",556.416146463506,69834,-373897,513566
3107,60451.0,3954.343168392538,"(3, 2, 3)",429.618908696039,-4182,-69846,61482
3108,45230.0,3639.838319700921,"(3, 1, 3)",230.70729409704424,12821,-5576,31218
3109,95337.0,4213.549631775107,"(2, 2, 2)",710.6385634625,13399,-606163,632962
3110,49506.0,3679.303806982334,"(3, 2, 3)",255.6783683923431,111091,27480,194702
3111,30214.0,4211.437570102933,"(3, 2, 3)",700.0090209570658,52140,-48238,152518
3112,55116.0,4014.930505802032,"(3, 2, 3)",482.2442762753939,98693,-47829,245215
3113,29745.0,3735.5599772199544,"(2, 2, 2)",286.4066244236685,27423,-7995,62841
3114,91780.0,4327.98768305046,"(3, 2, 3)",873.8448441331502,116503,-436129,669135
3115,94602.0,4549.845608177442,"(3, 2, 3)",1321.9219395904065,222780,-88048,533608
3116,27517.0,4036.228435490773,"(2, 2, 2)",506.48867645514844,29492,-53219,112204
3117,80237.0,4015.1172662629133,"(2, 2, 2)",487.58371317017543,190544,48576,332513
3118,21225.0,871.8443201098444,"(2, 2, 2)",1295.616148266356,235231,-133956,604420
3119,46516.0,3750.999453407178,"(3, 2, 3)",292.08298779241693,-7272,-36275,21730
3120,32459.0,4301.30608032699,"(2, 2, 2)",838.0153356169947,266168,-611952,1144289
3121,95122.0,4396.827845255098,"(3, 2, 3)",995.2208810485191,321141,-139842,782126
3122,33183.0,4074.838839641265,"(2, 2, 2)",545.6233111437167,29105,-443291,501501
3123,2368.0,3889.782172628781,"(2, 2, 2)",384.6542511920814,86695,-147564,320956
3124,2474.0,4241.619034319399,"(3, 2, 3)",742.7360837997103,215996,4212,427781
3125,43050.0,3666.940278244516,"(3, 2, 3)",249.28878037480362,23800,-17660,65260
3126,77536.0,3593.1552403109263,"(3, 2, 3)",216.99548911787863,69011,21026,116997
3127,16509.0,3427.2257554573757,"(3, 2, 3)",158.1318608675882,11029,-1696,23754
3128,7011.0,3971.9013819039715,"(3, 2, 3)",445.49889029467687,202935,-79749,485619
3129,77489.0,3619.0735402773707,"(3, 1, 3)",220.29064531620358,24005,-10200,58211
3130,97203.0,3965.6622983655147,"(3, 2, 3)",440.3491228282825,-40423,-282585,201739
3131,11717.0,4283.895168332673,"(3, 2, 3)",801.8385599867783,156854,-127464,441174
3132,95682.0,4203.259281267261,"(3, 2, 3)",691.0048121792253,176326,-325177,677830
3133,33409.0,3880.527355187,"(2, 2, 2)",377.5741909595013,147110,-157188,451408
3134,66801.0,3366.7691116774376,"(3, 1, 3)",137.3765760499582,7482,-11378,26343
3135,33434.0,4097.4490070981865,"(2, 2, 2)",569.7236710719988,2562,-466527,471652
3136,45365.0,3607.4354705092915,"(2, 2, 2)",224.0057298766785,7750,-9442,24943
3137,16066.0,3850.4552703166696,"(3, 2, 3)",353.0536521694203,21816,-16560,60192
3138,93638.0,4061.0766183432956,"(2, 2, 2)",531.5604705645704,125592,-285396,536582
3139,89134.0,3931.981583812477,"(3, 2, 3)",412.9038492383224,26198,-508928,561324
3140,54303.0,3552.8803953164124,"(3, 2, 3)",201.13157626363343,18296,-86070,122663
3141,60142.0,3928.6351358942898,"(3, 2, 3)",410.55769549426145,49686,-129281,228654
3142,60189.0,4040.5497148199374,"(3, 2, 3)",506.9186666605652,421,-194470,195314
3143,7747.0,3979.4002798692227,"(3, 2, 3)",451.5469714524412,-9339,-218527,199849
3144,17046.0,3602.284555533147,"(2, 2, 2)",222.7581513800212,-3609,-167372,160153
3145,60050.0,3805.754453387611,"(3, 2, 3)",325.12761548967035,94638,-19987,209265
3146,33407.0,3770.3648260737,"(3, 2, 3)",304.08362705345894,76198,-166133,318530
3147,43212.0,4067.283702114978,"(3, 2, 3)",533.0623717969878,111308,604,222012
3148,43209.0,3845.7196361637934,"(3, 2, 3)",350.17791506362494,142492,73268,211716
3149,60631.0,4035.064295387265,"(3, 2, 3)",501.59610720871893,-29023,-183398,125352
3150,92110.0,4415.240478085211,"(3, 2, 3)",1030.4754552693032,114822,-201187,430832
3151,20164.0,4079.0348309881574,"(3, 1, 3)",531.882166515103,44174,-77366,165714
3152,60714.0,4000.1897009389018,"(3, 2, 3)",469.9345499210713,-53841,-225944,118261
3153,97321.0,4017.5005644574067,"(2, 2, 2)",490.23809733569396,125356,-52123,302836
3154,73162.0,3773.1751746543996,"(3, 2, 3)",305.1645628157087,11383,-9191,31958
3155,37172.0,3682.6411119737686,"(3, 2, 3)",257.10258591251386,93815,37670,149961
3156,60656.0,3952.8373222417986,"(3, 2, 3)",429.4982144503783,-13269,-177536,150996
